session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,ri_task_thinking_tokens,ri_forfeit_thinking_tokens
7adcd46a1ace,,flagship_corruption,allowed,1,175.5,True,6793,4462.0
bf45d8f82b6b,0.0,true_baseline,not_allowed,1,22.5,False,5804,
bf45d8f82b6b,0.0,true_baseline,not_allowed,2,22.5,False,8014,
bf45d8f82b6b,0.0,true_baseline,not_allowed,3,22.5,False,8879,
bf45d8f82b6b,0.0,true_baseline,not_allowed,4,22.5,False,5227,
bf45d8f82b6b,0.0,true_baseline,not_allowed,5,22.5,False,1914,
bf45d8f82b6b,0.0,true_baseline,not_allowed,6,22.5,False,9513,
bf45d8f82b6b,0.0,true_baseline,not_allowed,7,22.5,False,5149,
bf45d8f82b6b,0.0,true_baseline,not_allowed,8,22.5,False,2545,
bf45d8f82b6b,0.0,true_baseline,not_allowed,9,22.5,False,1366,
bf45d8f82b6b,0.0,true_baseline,not_allowed,10,22.5,False,2865,
bf45d8f82b6b,0.0,true_baseline,not_allowed,11,22.5,False,2218,
bf45d8f82b6b,0.0,true_baseline,not_allowed,12,22.5,False,2944,
bf45d8f82b6b,0.0,true_baseline,not_allowed,13,22.5,False,2229,
bf45d8f82b6b,0.0,true_baseline,not_allowed,14,22.5,False,1188,
bf45d8f82b6b,0.0,true_baseline,not_allowed,15,22.5,False,1575,
d68d1682b505,,true_baseline,allowed,1,22.5,False,4231,2194.0
d68d1682b505,,true_baseline,allowed,2,22.5,False,845,1504.0
d68d1682b505,,true_baseline,allowed,3,22.5,False,1387,2407.0
d68d1682b505,,true_baseline,allowed,4,22.5,False,289,1226.0
d68d1682b505,,true_baseline,allowed,5,22.5,False,1056,1314.0
d68d1682b505,,true_baseline,allowed,6,22.5,False,1251,696.0
d68d1682b505,,true_baseline,allowed,7,22.5,False,706,665.0
d68d1682b505,,true_baseline,allowed,8,22.5,False,579,1172.0
d68d1682b505,,true_baseline,allowed,9,22.5,False,561,783.0
d68d1682b505,,true_baseline,allowed,10,22.5,False,544,1106.0
d68d1682b505,,true_baseline,allowed,11,22.5,False,391,516.0
d68d1682b505,,true_baseline,allowed,12,22.5,False,315,776.0
d68d1682b505,,true_baseline,allowed,13,22.5,False,512,659.0
d68d1682b505,,true_baseline,allowed,14,22.5,False,575,1128.0
d68d1682b505,,true_baseline,allowed,15,22.5,False,606,1365.0
7802535f38a8,,flagship_corruption,not_allowed,1,175.5,False,3641,525.0
7802535f38a8,,flagship_corruption,not_allowed,2,159.75,False,1905,707.0
7802535f38a8,,flagship_corruption,not_allowed,3,105.75,False,5939,1952.0
7802535f38a8,,flagship_corruption,not_allowed,4,105.75,False,3940,447.0
7802535f38a8,,flagship_corruption,not_allowed,5,105.75,False,6547,2490.0
7802535f38a8,,flagship_corruption,not_allowed,6,141.75,False,3873,880.0
7802535f38a8,,flagship_corruption,not_allowed,7,225.0,False,5570,1056.0
7802535f38a8,,flagship_corruption,not_allowed,8,225.0,False,1649,793.0
7802535f38a8,,flagship_corruption,not_allowed,9,225.0,False,1225,645.0
7802535f38a8,,flagship_corruption,not_allowed,10,225.0,False,2076,1390.0
7802535f38a8,,flagship_corruption,not_allowed,11,225.0,False,1853,2572.0
7802535f38a8,,flagship_corruption,not_allowed,12,225.0,False,2467,667.0
7802535f38a8,,flagship_corruption,not_allowed,13,225.0,False,1202,769.0
7802535f38a8,,flagship_corruption,not_allowed,14,225.0,False,1869,532.0
7802535f38a8,,flagship_corruption,not_allowed,15,225.0,False,2135,770.0
a33546752577,,true_baseline,allowed,1,22.5,False,5362,1817.0
a33546752577,,true_baseline,allowed,2,22.5,False,5268,1919.0
a33546752577,,true_baseline,allowed,3,22.5,False,2591,1155.0
a33546752577,,true_baseline,allowed,4,22.5,False,5769,2350.0
a33546752577,,true_baseline,allowed,5,22.5,False,6074,2134.0
a33546752577,,true_baseline,allowed,6,22.5,False,4343,2420.0
a33546752577,,true_baseline,allowed,7,22.5,False,4042,3248.0
a33546752577,,true_baseline,allowed,8,22.5,False,2685,1677.0
a33546752577,,true_baseline,allowed,9,22.5,False,2114,2037.0
a33546752577,,true_baseline,allowed,10,22.5,False,3351,1359.0
a33546752577,,true_baseline,allowed,11,22.5,False,1393,1466.0
a33546752577,,true_baseline,allowed,12,22.5,False,1582,1481.0
a33546752577,,true_baseline,allowed,13,22.5,False,1942,1172.0
a33546752577,,true_baseline,allowed,14,22.5,False,2315,1761.0
a33546752577,,true_baseline,allowed,15,22.5,False,1391,1130.0
563ee2bf0ebb,,flagship_corruption,not_allowed,1,72.0,False,5700,884.0
563ee2bf0ebb,,flagship_corruption,not_allowed,2,54.0,False,5577,831.0
563ee2bf0ebb,,flagship_corruption,not_allowed,3,141.75,False,6520,1473.0
563ee2bf0ebb,,flagship_corruption,not_allowed,4,225.0,False,3824,976.0
563ee2bf0ebb,,flagship_corruption,not_allowed,5,141.75,False,3727,2134.0
563ee2bf0ebb,,flagship_corruption,not_allowed,6,225.0,False,3134,1247.0
563ee2bf0ebb,,flagship_corruption,not_allowed,7,193.5,False,2822,913.0
563ee2bf0ebb,,flagship_corruption,not_allowed,8,225.0,False,1545,1162.0
563ee2bf0ebb,,flagship_corruption,not_allowed,9,225.0,False,3425,2694.0
563ee2bf0ebb,,flagship_corruption,not_allowed,10,225.0,False,2091,992.0
563ee2bf0ebb,,flagship_corruption,not_allowed,11,225.0,False,3022,606.0
563ee2bf0ebb,,flagship_corruption,not_allowed,12,225.0,False,1301,1135.0
563ee2bf0ebb,,flagship_corruption,not_allowed,13,225.0,False,2401,1759.0
563ee2bf0ebb,,flagship_corruption,not_allowed,14,225.0,False,1858,1377.0
563ee2bf0ebb,,flagship_corruption,not_allowed,15,225.0,False,2704,1368.0
d9299a2eb680,,true_baseline,allowed,1,22.5,False,3520,2476.0
d9299a2eb680,,true_baseline,allowed,2,22.5,False,970,1089.0
d9299a2eb680,,true_baseline,allowed,3,22.5,False,694,1860.0
d9299a2eb680,,true_baseline,allowed,4,22.5,False,372,1005.0
d9299a2eb680,,true_baseline,allowed,5,22.5,False,586,602.0
d9299a2eb680,,true_baseline,allowed,6,22.5,False,655,926.0
d9299a2eb680,,true_baseline,allowed,7,22.5,False,592,713.0
d9299a2eb680,,true_baseline,allowed,8,22.5,False,424,525.0
d9299a2eb680,,true_baseline,allowed,9,22.5,False,531,921.0
d9299a2eb680,,true_baseline,allowed,10,22.5,False,533,1130.0
d9299a2eb680,,true_baseline,allowed,11,22.5,False,507,765.0
d9299a2eb680,,true_baseline,allowed,12,22.5,False,639,1337.0
d9299a2eb680,,true_baseline,allowed,13,22.5,False,450,678.0
d9299a2eb680,,true_baseline,allowed,14,22.5,False,1034,1068.0
d9299a2eb680,,true_baseline,allowed,15,22.5,False,403,1256.0
39e5ab3e9ade,,baseline_flagship,not_allowed,1,175.5,False,6878,1532.0
39e5ab3e9ade,,baseline_flagship,not_allowed,2,96.75,False,6988,1392.0
39e5ab3e9ade,,baseline_flagship,not_allowed,3,94.5,False,5208,613.0
39e5ab3e9ade,,baseline_flagship,not_allowed,4,175.5,False,2994,622.0
39e5ab3e9ade,,baseline_flagship,not_allowed,5,175.5,False,14018,522.0
39e5ab3e9ade,,baseline_flagship,not_allowed,6,225.0,False,3253,622.0
39e5ab3e9ade,,baseline_flagship,not_allowed,7,225.0,False,3684,1331.0
39e5ab3e9ade,,baseline_flagship,not_allowed,8,225.0,False,1716,684.0
39e5ab3e9ade,,baseline_flagship,not_allowed,9,225.0,False,6404,854.0
39e5ab3e9ade,,baseline_flagship,not_allowed,10,225.0,False,1896,607.0
39e5ab3e9ade,,baseline_flagship,not_allowed,11,225.0,False,1437,884.0
39e5ab3e9ade,,baseline_flagship,not_allowed,12,225.0,False,1138,201.0
39e5ab3e9ade,,baseline_flagship,not_allowed,13,225.0,False,1150,1026.0
39e5ab3e9ade,,baseline_flagship,not_allowed,14,225.0,False,2991,457.0
39e5ab3e9ade,,baseline_flagship,not_allowed,15,225.0,False,1606,866.0
938e2c09db71,,baseline_flagship,not_allowed,1,78.75,False,4543,284.0
938e2c09db71,,baseline_flagship,not_allowed,2,54.0,False,2017,1169.0
938e2c09db71,,baseline_flagship,not_allowed,3,141.75,False,1495,384.0
938e2c09db71,,baseline_flagship,not_allowed,4,225.0,False,5318,1795.0
938e2c09db71,,baseline_flagship,not_allowed,5,225.0,False,7703,1494.0
938e2c09db71,,baseline_flagship,not_allowed,6,72.0,False,8823,3677.0
938e2c09db71,,baseline_flagship,not_allowed,7,141.75,False,3991,1733.0
938e2c09db71,,baseline_flagship,not_allowed,8,72.0,False,2559,2987.0
938e2c09db71,,baseline_flagship,not_allowed,9,94.5,False,1687,1404.0
938e2c09db71,,baseline_flagship,not_allowed,10,126.0,False,2163,1577.0
938e2c09db71,,baseline_flagship,not_allowed,11,168.75,False,1417,1486.0
938e2c09db71,,baseline_flagship,not_allowed,12,225.0,False,1510,2075.0
938e2c09db71,,baseline_flagship,not_allowed,13,225.0,False,2778,740.0
938e2c09db71,,baseline_flagship,not_allowed,14,225.0,False,4656,688.0
938e2c09db71,,baseline_flagship,not_allowed,15,225.0,False,6618,1362.0
9137de953ef3,,baseline_flagship,allowed,1,78.75,False,5753,5086.0
9137de953ef3,,baseline_flagship,allowed,2,54.0,False,2951,2937.0
9137de953ef3,,baseline_flagship,allowed,3,213.75,False,3022,3036.0
9137de953ef3,,baseline_flagship,allowed,4,225.0,False,4450,3385.0
9137de953ef3,,baseline_flagship,allowed,5,146.25,True,3996,3169.0
0c310a26255d,,flagship_corruption,allowed,1,159.75,False,4537,3345.0
0c310a26255d,,flagship_corruption,allowed,2,105.75,False,5590,3776.0
0c310a26255d,,flagship_corruption,allowed,3,225.0,True,3697,2582.0
2556f926ba6e,0.0,true_baseline,not_allowed,1,22.5,False,4523,
2556f926ba6e,0.0,true_baseline,not_allowed,2,22.5,False,587,
2556f926ba6e,0.0,true_baseline,not_allowed,3,22.5,False,1424,
2556f926ba6e,0.0,true_baseline,not_allowed,4,22.5,False,505,
2556f926ba6e,0.0,true_baseline,not_allowed,5,22.5,False,374,
2556f926ba6e,0.0,true_baseline,not_allowed,6,22.5,False,754,
2556f926ba6e,0.0,true_baseline,not_allowed,7,22.5,False,354,
