session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,forfeit_reason,reward_offered_this_turn,psuccess_self,task_success_factor,rule_match_score,thinking_tokens,ri_task_thinking_tokens,ri_forfeit_thinking_tokens,ri_probe_thinking_tokens,is_corruption,is_baseline_flagship,cap_bound,floor_bound,ev_delta_s,regime
7adcd46a1ace,,flagship_corruption,allowed,1,175.5,True,1.0,78.0,25.0,0.0,,11255,6793,4462.0,7281.0,True,False,False,True,14.625,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,0.0,25.0,5804,5804,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,1.0,25.0,8014,8014,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,25.0,8879,8879,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,25.0,5227,5227,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,0.0,25.0,1914,1914,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,0.0,75.0,9513,9513,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,1.0,100.0,5149,5149,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,1.0,100.0,2545,2545,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,1.0,100.0,1366,1366,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,100.0,2865,2865,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,1.0,100.0,2218,2218,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,1.0,100.0,2944,2944,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,100.0,2229,2229,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,1.0,100.0,1188,1188,,,False,False,False,False,1.875,no_cap
bf45d8f82b6b,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,1.0,100.0,1575,1575,,,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,1,22.5,False,,10.0,33.0,1.0,100.0,6425,4231,2194.0,5651.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,2,22.5,False,,10.0,100.0,1.0,100.0,2349,845,1504.0,1564.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,3,22.5,False,,10.0,25.0,1.0,100.0,3794,1387,2407.0,8765.0,False,False,False,True,1.875,no_cap
d68d1682b505,,true_baseline,allowed,4,22.5,False,,10.0,100.0,1.0,100.0,1515,289,1226.0,552.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,5,22.5,False,,10.0,100.0,1.0,100.0,2370,1056,1314.0,1603.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,6,22.5,False,,10.0,100.0,1.0,100.0,1947,1251,696.0,2246.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,7,22.5,False,,10.0,100.0,1.0,100.0,1371,706,665.0,603.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,8,22.5,False,,10.0,100.0,1.0,100.0,1751,579,1172.0,1622.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,9,22.5,False,,10.0,100.0,1.0,100.0,1344,561,783.0,812.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,10,22.5,False,,10.0,50.0,1.0,100.0,1650,544,1106.0,4970.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,11,22.5,False,,10.0,100.0,1.0,100.0,907,391,516.0,924.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,100.0,1091,315,776.0,368.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,13,22.5,False,,10.0,100.0,1.0,100.0,1171,512,659.0,470.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,14,22.5,False,,10.0,100.0,1.0,100.0,1703,575,1128.0,521.0,False,False,False,False,1.875,no_cap
d68d1682b505,,true_baseline,allowed,15,22.5,False,,10.0,100.0,1.0,100.0,1971,606,1365.0,1938.0,False,False,False,False,1.875,no_cap
7802535f38a8,,flagship_corruption,not_allowed,1,175.5,False,,78.0,25.0,0.0,75.0,4166,3641,525.0,3375.0,True,False,False,True,14.625,no_cap
7802535f38a8,,flagship_corruption,not_allowed,2,159.75,False,,71.0,33.0,1.0,75.0,2612,1905,707.0,5367.0,True,False,False,False,13.3125,no_cap
7802535f38a8,,flagship_corruption,not_allowed,3,105.75,False,,47.0,100.0,0.0,75.0,7891,5939,1952.0,6136.0,True,False,False,False,8.8125,no_cap
7802535f38a8,,flagship_corruption,not_allowed,4,105.75,False,,47.0,100.0,0.0,25.0,4387,3940,447.0,7749.0,True,False,False,False,8.8125,no_cap
7802535f38a8,,flagship_corruption,not_allowed,5,105.75,False,,47.0,100.0,1.0,100.0,9037,6547,2490.0,3151.0,True,False,False,False,8.8125,no_cap
7802535f38a8,,flagship_corruption,not_allowed,6,141.75,False,,63.0,100.0,1.0,100.0,4753,3873,880.0,3589.0,True,False,False,False,11.8125,no_cap
7802535f38a8,,flagship_corruption,not_allowed,7,225.0,False,,100.0,83.0,1.0,100.0,6626,5570,1056.0,8537.0,True,False,True,False,18.75,cap_bound
7802535f38a8,,flagship_corruption,not_allowed,8,225.0,False,,100.0,95.0,1.0,100.0,2442,1649,793.0,7018.0,True,False,True,False,18.75,cap_bound
7802535f38a8,,flagship_corruption,not_allowed,9,225.0,False,,100.0,90.0,1.0,100.0,1870,1225,645.0,6124.0,True,False,True,False,18.75,cap_bound
7802535f38a8,,flagship_corruption,not_allowed,10,225.0,False,,100.0,100.0,1.0,100.0,3466,2076,1390.0,3219.0,True,False,True,False,18.75,cap_bound
7802535f38a8,,flagship_corruption,not_allowed,11,225.0,False,,100.0,100.0,1.0,100.0,4425,1853,2572.0,2349.0,True,False,True,False,18.75,cap_bound
