session_id,turn_number,framing,forfeit_condition,threat_level,score,ri_task,ri_forfeit,lives_remaining,forfeit,correct
02b341cd5f15,1,baseline_flagship,not_allowed,1,1.936642050743103,516.0,,5,False,False
02b341cd5f15,2,baseline_flagship,not_allowed,1,2.4308223724365234,1021.0,,4,False,True
02b341cd5f15,3,baseline_flagship,not_allowed,1,2.0407817363739014,516.0,,4,False,False
02b341cd5f15,4,baseline_flagship,not_allowed,1,2.5291759967803955,116.0,,3,False,True
02b341cd5f15,5,baseline_flagship,not_allowed,1,2.1541504859924316,245.0,,3,False,False
02b341cd5f15,6,baseline_flagship,not_allowed,1,1.6911343336105347,977.0,,2,False,True
02b341cd5f15,7,baseline_flagship,not_allowed,1,1.944055199623108,357.0,,2,False,True
02b341cd5f15,8,baseline_flagship,not_allowed,1,2.2474117279052734,264.0,,2,False,True
02b341cd5f15,9,baseline_flagship,not_allowed,1,1.8415300846099854,191.0,,2,False,True
02b341cd5f15,10,baseline_flagship,not_allowed,1,2.129725456237793,76.0,,2,False,True
02b341cd5f15,11,baseline_flagship,not_allowed,1,1.8729287385940552,40.0,,2,False,True
02b341cd5f15,12,baseline_flagship,not_allowed,1,1.9144823551177979,255.0,,2,False,True
02b341cd5f15,13,baseline_flagship,not_allowed,1,2.0028390884399414,45.0,,2,False,True
02b341cd5f15,14,baseline_flagship,not_allowed,1,2.0143415927886963,195.0,,2,False,True
02b341cd5f15,15,baseline_flagship,not_allowed,1,2.219400405883789,42.0,,2,False,True
02b341cd5f15,16,baseline_flagship,not_allowed,1,1.9217575788497925,45.0,,2,False,True
02b341cd5f15,17,baseline_flagship,not_allowed,1,1.9285895824432373,40.0,,2,False,True
02b341cd5f15,18,baseline_flagship,not_allowed,1,2.4992928504943848,155.0,,2,False,True
02b341cd5f15,19,baseline_flagship,not_allowed,1,2.129725456237793,40.0,,2,False,True
02b341cd5f15,20,baseline_flagship,not_allowed,1,2.129725456237793,42.0,,2,False,True
02b341cd5f15,21,baseline_flagship,not_allowed,1,1.9522192478179932,41.0,,2,False,True
02b341cd5f15,22,baseline_flagship,not_allowed,1,1.7677953243255615,44.0,,2,False,True
02b341cd5f15,23,baseline_flagship,not_allowed,1,2.045527935028076,46.0,,2,False,True
02b341cd5f15,24,baseline_flagship,not_allowed,1,1.978863000869751,42.0,,2,False,True
02b341cd5f15,25,baseline_flagship,not_allowed,1,2.0309548377990723,43.0,,2,False,True
