session_id,turn_number,framing,forfeit_condition,threat_level,score,ri_task,ri_forfeit,lives_remaining,forfeit,correct
066c2c0fcb42,1,threat_l1,not_allowed,2,2.3051199913024902,4572,,5,False,False
066c2c0fcb42,2,threat_l1,not_allowed,2,2.6846094131469727,739,,4,False,True
066c2c0fcb42,3,threat_l1,not_allowed,2,2.2611846923828125,2345,,4,False,False
066c2c0fcb42,4,threat_l1,not_allowed,2,2.3407695293426514,2821,,3,False,True
066c2c0fcb42,5,threat_l1,not_allowed,2,2.213334321975708,1867,,3,False,True
066c2c0fcb42,6,threat_l1,not_allowed,2,1.7106937170028687,228,,3,False,True
066c2c0fcb42,7,threat_l1,not_allowed,2,2.238053798675537,210,,3,False,True
066c2c0fcb42,8,threat_l1,not_allowed,2,2.2735066413879395,228,,3,False,True
066c2c0fcb42,9,threat_l1,not_allowed,2,2.2201688289642334,490,,3,False,True
066c2c0fcb42,10,threat_l1,not_allowed,2,1.6222950220108032,224,,3,False,True
066c2c0fcb42,11,threat_l1,not_allowed,2,2.1867899894714355,292,,3,False,True
066c2c0fcb42,12,threat_l1,not_allowed,2,1.46126389503479,302,,3,False,True
066c2c0fcb42,13,threat_l1,not_allowed,2,1.684778094291687,263,,3,False,True
066c2c0fcb42,14,threat_l1,not_allowed,2,1.220869541168213,535,,3,False,True
066c2c0fcb42,15,threat_l1,not_allowed,2,2.121647596359253,331,,3,False,True
066c2c0fcb42,16,threat_l1,not_allowed,2,2.6632883548736572,225,,3,False,True
066c2c0fcb42,17,threat_l1,not_allowed,2,1.208958387374878,333,,3,False,True
066c2c0fcb42,18,threat_l1,not_allowed,2,2.6378111839294434,266,,3,False,True
066c2c0fcb42,19,threat_l1,not_allowed,2,1.592373251914978,500,,3,False,True
066c2c0fcb42,20,threat_l1,not_allowed,2,1.1121571063995361,294,,3,False,True
066c2c0fcb42,21,threat_l1,not_allowed,2,0.922997236251831,503,,3,False,True
066c2c0fcb42,22,threat_l1,not_allowed,2,2.046560525894165,632,,3,False,True
066c2c0fcb42,23,threat_l1,not_allowed,2,1.0776798725128174,159,,3,False,True
066c2c0fcb42,24,threat_l1,not_allowed,2,1.1792298555374146,215,,3,False,True
066c2c0fcb42,25,threat_l1,not_allowed,2,0.33098912239074707,183,,3,False,True
066c2c0fcb42,26,threat_l1,not_allowed,2,1.6272505521774292,330,,3,False,True
066c2c0fcb42,27,threat_l1,not_allowed,2,0.6742368936538696,83,,3,False,True
066c2c0fcb42,28,threat_l1,not_allowed,2,0.695847749710083,64,,3,False,True
066c2c0fcb42,29,threat_l1,not_allowed,2,2.621492385864258,78,,3,False,True
