session_id,turn_number,framing,forfeit_condition,threat_level,score,ri_task,ri_forfeit,lives_remaining,forfeit,correct
0d7fe0b35f21,1,threat_l1,allowed,2,2.9049954414367676,14437,11323.0,5,False,False
0d7fe0b35f21,2,threat_l1,allowed,2,2.9139833450317383,571,639.0,4,False,True
0d7fe0b35f21,3,threat_l1,allowed,2,1.942919135093689,238,5128.0,4,False,False
0d7fe0b35f21,4,threat_l1,allowed,2,2.024601936340332,5653,2585.0,3,False,True
0d7fe0b35f21,5,threat_l1,allowed,2,2.30743145942688,8416,3689.0,3,False,False
0d7fe0b35f21,6,threat_l1,allowed,2,2.557002067565918,694,2691.0,2,False,True
0d7fe0b35f21,7,threat_l1,allowed,2,1.8715347051620483,248,2856.0,2,False,True
0d7fe0b35f21,8,threat_l1,allowed,2,2.212963581085205,14918,8402.0,2,False,False
0d7fe0b35f21,9,threat_l1,allowed,2,2.3829421997070312,558,1392.0,1,False,True
0d7fe0b35f21,10,threat_l1,allowed,2,2.64992356300354,8362,8605.0,1,True,False
0e4ed2d2bdda,1,baseline_flagship,allowed,1,0.502302885055542,3750,317.0,5,False,False
0e4ed2d2bdda,2,baseline_flagship,allowed,1,0.6166443824768066,3814,3474.0,4,False,True
0e4ed2d2bdda,3,baseline_flagship,allowed,1,0.90784752368927,559,1418.0,4,False,False
0e4ed2d2bdda,4,baseline_flagship,allowed,1,1.5851891040802002,1105,2219.0,3,False,True
0e4ed2d2bdda,5,baseline_flagship,allowed,1,1.300240159034729,6028,3009.0,3,False,False
0e4ed2d2bdda,6,baseline_flagship,allowed,1,1.5210150480270386,1036,3266.0,2,False,False
0e4ed2d2bdda,7,baseline_flagship,allowed,1,1.970123052597046,429,3350.0,1,False,True
0e4ed2d2bdda,8,baseline_flagship,allowed,1,0.3816030025482178,579,5775.0,1,True,False
122caedbb5af,1,true_baseline,allowed,0,-0.42056751251220703,649,244.0,5,False,False
122caedbb5af,2,true_baseline,allowed,0,1.3874423503875732,737,2788.0,4,False,True
122caedbb5af,3,true_baseline,allowed,0,0.7296609878540039,1002,3215.0,4,False,False
122caedbb5af,4,true_baseline,allowed,0,1.8248426914215088,744,4327.0,3,False,True
122caedbb5af,5,true_baseline,allowed,0,2.134547472000122,1201,1401.0,3,False,False
122caedbb5af,6,true_baseline,allowed,0,2.333665132522583,8394,3008.0,2,False,False
122caedbb5af,7,true_baseline,allowed,0,2.3553359508514404,565,1904.0,1,False,True
122caedbb5af,8,true_baseline,allowed,0,2.1887059211730957,532,1297.0,1,False,True
122caedbb5af,9,true_baseline,allowed,0,1.5161337852478027,339,2328.0,1,False,True
122caedbb5af,10,true_baseline,allowed,0,1.6302037239074707,1843,2189.0,1,False,True
122caedbb5af,11,true_baseline,allowed,0,1.6485724449157715,727,2901.0,1,False,True
122caedbb5af,12,true_baseline,allowed,0,1.5720182657241821,525,1977.0,1,False,True
122caedbb5af,13,true_baseline,allowed,0,2.153669834136963,1171,1984.0,1,False,True
122caedbb5af,14,true_baseline,allowed,0,2.1174094676971436,435,2936.0,1,False,True
122caedbb5af,15,true_baseline,allowed,0,0.6002699136734009,451,837.0,1,False,True
122caedbb5af,16,true_baseline,allowed,0,1.0921218395233154,736,2048.0,1,False,True
122caedbb5af,17,true_baseline,allowed,0,0.49298274517059326,310,454.0,1,False,True
122caedbb5af,18,true_baseline,allowed,0,2.2396774291992188,431,1693.0,1,False,True
122caedbb5af,19,true_baseline,allowed,0,1.7276630401611328,345,987.0,1,False,True
122caedbb5af,20,true_baseline,allowed,0,1.4287497997283936,375,996.0,1,False,True
122caedbb5af,21,true_baseline,allowed,0,1.0053503513336182,743,1465.0,1,False,True
122caedbb5af,22,true_baseline,allowed,0,1.9191367626190186,74,904.0,1,False,True
122caedbb5af,23,true_baseline,allowed,0,1.4422266483306885,75,353.0,1,False,True
