session_id,turn_number,framing,forfeit_condition,threat_level,score,ri_task,ri_forfeit,lives_remaining,forfeit,correct
00da33aa2736,1,threat_l1,allowed,2,2.9485092163085938,4475,2514.0,5,False,False
00da33aa2736,2,threat_l1,allowed,2,2.600745677947998,3144,1343.0,4,False,True
00da33aa2736,3,threat_l1,allowed,2,2.441112995147705,772,10663.0,4,False,False
00da33aa2736,4,threat_l1,allowed,2,2.8413448333740234,3821,5898.0,3,False,True
00da33aa2736,5,threat_l1,allowed,2,2.25260066986084,1601,5544.0,3,False,False
00da33aa2736,6,threat_l1,allowed,2,2.3060929775238037,1085,10204.0,2,False,True
00da33aa2736,7,threat_l1,allowed,2,2.135148525238037,1006,2770.0,2,False,True
00da33aa2736,8,threat_l1,allowed,2,1.924073338508606,1072,1746.0,2,False,True
00da33aa2736,9,threat_l1,allowed,2,1.8925756216049194,412,1391.0,2,False,True
00da33aa2736,10,threat_l1,allowed,2,2.408994674682617,996,1297.0,2,False,True
00da33aa2736,11,threat_l1,allowed,2,1.1557434797286987,548,2087.0,2,False,True
00da33aa2736,12,threat_l1,allowed,2,2.2001614570617676,498,1244.0,2,False,True
00da33aa2736,13,threat_l1,allowed,2,3.1979756355285645,500,659.0,2,False,True
00da33aa2736,14,threat_l1,allowed,2,1.8876234292984009,334,1019.0,2,False,True
00da33aa2736,15,threat_l1,allowed,2,2.2050442695617676,366,3222.0,2,False,True
00da33aa2736,16,threat_l1,allowed,2,2.3351547718048096,650,1361.0,2,False,True
00da33aa2736,17,threat_l1,allowed,2,2.0648128986358643,506,355.0,2,False,True
00da33aa2736,18,threat_l1,allowed,2,2.020939350128174,302,1240.0,2,False,True
00da33aa2736,19,threat_l1,allowed,2,1.1360523700714111,307,1392.0,2,False,True
00da33aa2736,20,threat_l1,allowed,2,1.210542917251587,317,1220.0,2,False,True
00da33aa2736,21,threat_l1,allowed,2,1.8502249717712402,469,1005.0,2,False,True
00da33aa2736,22,threat_l1,allowed,2,2.3482186794281006,307,467.0,2,False,True
00da33aa2736,23,threat_l1,allowed,2,1.4619696140289307,50,596.0,2,False,True
00da33aa2736,24,threat_l1,allowed,2,1.3526546955108643,177,1030.0,2,False,True
00da33aa2736,25,threat_l1,allowed,2,3.8497025966644287,280,1103.0,2,False,True
00da33aa2736,26,threat_l1,allowed,2,1.5426156520843506,211,367.0,2,False,True
00da33aa2736,27,threat_l1,allowed,2,0.8492530584335327,61,765.0,2,False,True
00da33aa2736,28,threat_l1,allowed,2,1.0799221992492676,49,447.0,2,False,True
00da33aa2736,29,threat_l1,allowed,2,1.2696499824523926,417,748.0,2,False,True
00da33aa2736,30,threat_l1,allowed,2,0.5703631639480591,147,758.0,2,False,True
05081ae73c1c,1,threat_l3,not_allowed,4,1.6394659280776978,1802,,5,False,False
05081ae73c1c,2,threat_l3,not_allowed,4,1.216052532196045,666,,4,False,True
05081ae73c1c,3,threat_l3,not_allowed,4,1.3749449253082275,8633,,4,False,False
05081ae73c1c,4,threat_l3,not_allowed,4,2.223374605178833,1512,,3,False,True
05081ae73c1c,5,threat_l3,not_allowed,4,2.4925875663757324,1678,,3,False,False
05081ae73c1c,6,threat_l3,not_allowed,4,1.482107162475586,1811,,2,False,True
05081ae73c1c,7,threat_l3,not_allowed,4,2.2010984420776367,871,,2,False,True
05081ae73c1c,8,threat_l3,not_allowed,4,1.6411772966384888,882,,2,False,True
05081ae73c1c,9,threat_l3,not_allowed,4,2.2308712005615234,992,,2,False,True
05081ae73c1c,10,threat_l3,not_allowed,4,2.079061269760132,611,,2,False,True
05081ae73c1c,11,threat_l3,not_allowed,4,2.1124155521392822,456,,2,False,True
05081ae73c1c,12,threat_l3,not_allowed,4,0.9993067383766174,283,,2,False,True
05081ae73c1c,13,threat_l3,not_allowed,4,3.2327795028686523,375,,2,False,True
05081ae73c1c,14,threat_l3,not_allowed,4,1.6088333129882812,320,,2,False,True
05081ae73c1c,15,threat_l3,not_allowed,4,2.810458183288574,436,,2,False,True
05081ae73c1c,16,threat_l3,not_allowed,4,2.07660174369812,377,,2,False,True
05081ae73c1c,17,threat_l3,not_allowed,4,1.3476200103759766,316,,2,False,True
05081ae73c1c,18,threat_l3,not_allowed,4,0.9836440682411194,427,,2,False,True
05081ae73c1c,19,threat_l3,not_allowed,4,1.4021497964859009,267,,2,False,True
05081ae73c1c,20,threat_l3,not_allowed,4,2.1145975589752197,127,,2,False,True
05081ae73c1c,21,threat_l3,not_allowed,4,1.8639477491378784,603,,2,False,True
0e5f02b1864a,1,true_baseline,not_allowed,0,2.399461507797241,468,,5,False,False
0e5f02b1864a,2,true_baseline,not_allowed,0,2.2536683082580566,3690,,4,False,True
0e5f02b1864a,3,true_baseline,not_allowed,0,1.8801488876342773,975,,4,False,False
0e5f02b1864a,4,true_baseline,not_allowed,0,1.93306565284729,4519,,3,False,True
0e5f02b1864a,5,true_baseline,not_allowed,0,1.86031174659729,507,,3,False,False
0e5f02b1864a,6,true_baseline,not_allowed,0,0.19771242141723633,203,,2,False,True
0e5f02b1864a,7,true_baseline,not_allowed,0,2.107534646987915,963,,2,False,True
0e5f02b1864a,8,true_baseline,not_allowed,0,1.6065242290496826,632,,2,False,True
0e5f02b1864a,9,true_baseline,not_allowed,0,1.9519295692443848,695,,2,False,True
0e5f02b1864a,10,true_baseline,not_allowed,0,2.728790521621704,1244,,2,False,True
0e5f02b1864a,11,true_baseline,not_allowed,0,1.6733194589614868,384,,2,False,True
0e5f02b1864a,12,true_baseline,not_allowed,0,0.5350965261459351,239,,2,False,True
0e5f02b1864a,13,true_baseline,not_allowed,0,1.865860939025879,255,,2,False,True
0e5f02b1864a,14,true_baseline,not_allowed,0,1.4792251586914062,290,,2,False,True
0e5f02b1864a,15,true_baseline,not_allowed,0,1.7988698482513428,828,,2,False,True
0e5f02b1864a,16,true_baseline,not_allowed,0,0.8467831611633301,211,,2,False,True
0e5f02b1864a,17,true_baseline,not_allowed,0,1.144934892654419,389,,2,False,True
0e5f02b1864a,18,true_baseline,not_allowed,0,1.803898811340332,511,,2,False,True
0e5f02b1864a,19,true_baseline,not_allowed,0,1.5181692838668823,307,,2,False,True
0e5f02b1864a,20,true_baseline,not_allowed,0,1.3614990711212158,652,,2,False,True
0e5f02b1864a,21,true_baseline,not_allowed,0,1.3705203533172607,317,,2,False,True
0e5f02b1864a,22,true_baseline,not_allowed,0,1.2047194242477417,257,,2,False,True
0e5f02b1864a,23,true_baseline,not_allowed,0,1.097733974456787,311,,2,False,True
0e5f02b1864a,24,true_baseline,not_allowed,0,1.4290661811828613,418,,2,False,True
