session_id,turn_number,framing,forfeit_condition,threat_level,score,ri_task,ri_forfeit,lives_remaining,forfeit,correct
00da33aa2736,1,threat_l1,allowed,2,2.9565162658691406,4475,2514.0,5,False,False
00da33aa2736,2,threat_l1,allowed,2,2.840226173400879,3144,1343.0,4,False,True
00da33aa2736,3,threat_l1,allowed,2,2.3958027362823486,772,10663.0,4,False,False
00da33aa2736,4,threat_l1,allowed,2,2.8258414268493652,3821,5898.0,3,False,True
00da33aa2736,5,threat_l1,allowed,2,2.291215658187866,1601,5544.0,3,False,False
00da33aa2736,6,threat_l1,allowed,2,2.3900580406188965,1085,10204.0,2,False,True
00da33aa2736,7,threat_l1,allowed,2,2.258108139038086,1006,2770.0,2,False,True
00da33aa2736,8,threat_l1,allowed,2,2.5136120319366455,1072,1746.0,2,False,True
00da33aa2736,9,threat_l1,allowed,2,2.3323960304260254,412,1391.0,2,False,True
00da33aa2736,10,threat_l1,allowed,2,2.4194679260253906,996,1297.0,2,False,True
00da33aa2736,11,threat_l1,allowed,2,1.5220963954925537,548,2087.0,2,False,True
00da33aa2736,12,threat_l1,allowed,2,2.073352336883545,498,1244.0,2,False,True
00da33aa2736,13,threat_l1,allowed,2,3.0700736045837402,500,659.0,2,False,True
00da33aa2736,14,threat_l1,allowed,2,1.768738031387329,334,1019.0,2,False,True
00da33aa2736,15,threat_l1,allowed,2,2.2848706245422363,366,3222.0,2,False,True
00da33aa2736,16,threat_l1,allowed,2,2.185276508331299,650,1361.0,2,False,True
00da33aa2736,17,threat_l1,allowed,2,2.128153085708618,506,355.0,2,False,True
00da33aa2736,18,threat_l1,allowed,2,2.0691702365875244,302,1240.0,2,False,True
00da33aa2736,19,threat_l1,allowed,2,1.1625845432281494,307,1392.0,2,False,True
00da33aa2736,20,threat_l1,allowed,2,1.29368257522583,317,1220.0,2,False,True
00da33aa2736,21,threat_l1,allowed,2,2.087541103363037,469,1005.0,2,False,True
00da33aa2736,22,threat_l1,allowed,2,2.097870349884033,307,467.0,2,False,True
00da33aa2736,23,threat_l1,allowed,2,1.1419206857681274,50,596.0,2,False,True
00da33aa2736,24,threat_l1,allowed,2,1.5691124200820923,177,1030.0,2,False,True
00da33aa2736,25,threat_l1,allowed,2,3.2202024459838867,280,1103.0,2,False,True
