session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,ri_task_thinking_tokens,ri_forfeit_thinking_tokens
85b6859885d3,,flagship_corruption,allowed,1,175.5,True,2298,4048.0
d4804f778e02,,flagship_corruption,allowed,1,72.0,True,1031,4538.0
883927e12fbe,,baseline_flagship,allowed,1,159.75,False,866,1090.0
883927e12fbe,,baseline_flagship,allowed,2,105.75,False,2817,3464.0
883927e12fbe,,baseline_flagship,allowed,3,90.0,True,1542,2041.0
3737b7caeea6,0.0,true_baseline,not_allowed,1,22.5,False,1311,
3737b7caeea6,0.0,true_baseline,not_allowed,2,22.5,False,3383,
3737b7caeea6,0.0,true_baseline,not_allowed,3,22.5,False,793,
3737b7caeea6,0.0,true_baseline,not_allowed,4,22.5,False,3875,
3737b7caeea6,0.0,true_baseline,not_allowed,5,22.5,False,1351,
3737b7caeea6,0.0,true_baseline,not_allowed,6,22.5,False,3036,
3737b7caeea6,0.0,true_baseline,not_allowed,7,22.5,False,1597,
3737b7caeea6,0.0,true_baseline,not_allowed,8,22.5,False,1295,
3737b7caeea6,0.0,true_baseline,not_allowed,9,22.5,False,3792,
3737b7caeea6,0.0,true_baseline,not_allowed,10,22.5,False,1661,
3737b7caeea6,0.0,true_baseline,not_allowed,11,22.5,False,1291,
3737b7caeea6,0.0,true_baseline,not_allowed,12,22.5,False,2740,
3737b7caeea6,0.0,true_baseline,not_allowed,13,22.5,False,1957,
3737b7caeea6,0.0,true_baseline,not_allowed,14,22.5,False,1434,
3737b7caeea6,0.0,true_baseline,not_allowed,15,22.5,False,1195,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,1,22.5,False,1415,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,2,22.5,False,2694,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,3,22.5,False,952,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,4,22.5,False,2696,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,5,22.5,False,2527,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,6,22.5,False,1260,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,7,22.5,False,1962,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,8,22.5,False,1797,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,9,22.5,False,1552,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,10,22.5,False,2692,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,11,22.5,False,1799,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,12,22.5,False,2591,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,13,22.5,False,1860,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,14,22.5,False,2881,
c7d4ecfff8f8,0.0,true_baseline,not_allowed,15,22.5,False,1698,
c40c9fd6986b,,baseline_flagship,allowed,1,123.75,False,709,1037.0
c40c9fd6986b,,baseline_flagship,allowed,2,105.75,False,3152,2156.0
c40c9fd6986b,,baseline_flagship,allowed,3,225.0,False,1458,2464.0
c40c9fd6986b,,baseline_flagship,allowed,4,94.5,False,4372,2583.0
c40c9fd6986b,,baseline_flagship,allowed,5,119.25,True,3529,3283.0
5cc4b314f213,,baseline_flagship,not_allowed,1,60.75,False,961,80.0
5cc4b314f213,,baseline_flagship,not_allowed,2,54.0,False,1888,1039.0
5cc4b314f213,,baseline_flagship,not_allowed,3,213.75,False,1991,58.0
5cc4b314f213,,baseline_flagship,not_allowed,4,74.25,False,4247,56.0
5cc4b314f213,,baseline_flagship,not_allowed,5,99.0,False,2346,58.0
5cc4b314f213,,baseline_flagship,not_allowed,6,130.5,False,1481,123.0
5cc4b314f213,,baseline_flagship,not_allowed,7,175.5,False,1174,138.0
5cc4b314f213,,baseline_flagship,not_allowed,8,225.0,False,1657,43.0
5cc4b314f213,,baseline_flagship,not_allowed,9,225.0,False,1721,1096.0
5cc4b314f213,,baseline_flagship,not_allowed,10,225.0,False,1516,61.0
5cc4b314f213,,baseline_flagship,not_allowed,11,225.0,False,1610,91.0
5cc4b314f213,,baseline_flagship,not_allowed,12,225.0,False,1948,160.0
5cc4b314f213,,baseline_flagship,not_allowed,13,225.0,False,2625,148.0
5cc4b314f213,,baseline_flagship,not_allowed,14,225.0,False,1562,160.0
5cc4b314f213,,baseline_flagship,not_allowed,15,225.0,False,1081,149.0
60c950ff458e,,baseline_flagship,not_allowed,1,175.5,False,3117,54.0
60c950ff458e,,baseline_flagship,not_allowed,2,67.5,False,6373,180.0
60c950ff458e,,baseline_flagship,not_allowed,3,150.75,False,991,56.0
60c950ff458e,,baseline_flagship,not_allowed,4,189.0,False,1047,41.0
60c950ff458e,,baseline_flagship,not_allowed,5,189.0,False,1125,56.0
60c950ff458e,,baseline_flagship,not_allowed,6,225.0,False,1092,182.0
60c950ff458e,,baseline_flagship,not_allowed,7,225.0,False,954,62.0
60c950ff458e,,baseline_flagship,not_allowed,8,225.0,False,1065,76.0
60c950ff458e,,baseline_flagship,not_allowed,9,225.0,False,930,584.0
60c950ff458e,,baseline_flagship,not_allowed,10,225.0,False,1606,61.0
60c950ff458e,,baseline_flagship,not_allowed,11,225.0,False,800,120.0
60c950ff458e,,baseline_flagship,not_allowed,12,225.0,False,779,81.0
60c950ff458e,,baseline_flagship,not_allowed,13,225.0,False,1490,510.0
60c950ff458e,,baseline_flagship,not_allowed,14,225.0,False,1342,89.0
60c950ff458e,,baseline_flagship,not_allowed,15,225.0,False,1655,58.0
3effbc364aa9,,flagship_corruption,allowed,1,175.5,False,4115,2107.0
3effbc364aa9,,flagship_corruption,allowed,2,94.5,False,3255,4608.0
3effbc364aa9,,flagship_corruption,allowed,3,90.0,False,1921,2789.0
3effbc364aa9,,flagship_corruption,allowed,4,121.5,False,1242,1473.0
3effbc364aa9,,flagship_corruption,allowed,5,164.25,False,968,998.0
3effbc364aa9,,flagship_corruption,allowed,6,211.5,True,1066,3138.0
a018617635ea,,flagship_corruption,allowed,1,105.75,False,2718,5799.0
a018617635ea,,flagship_corruption,allowed,2,76.5,False,7805,1702.0
a018617635ea,,flagship_corruption,allowed,3,76.5,False,1197,6529.0
a018617635ea,,flagship_corruption,allowed,4,54.0,True,4349,4623.0
0dbe987f11fd,0.0,true_baseline,not_allowed,1,22.5,False,2343,
0dbe987f11fd,0.0,true_baseline,not_allowed,2,22.5,False,539,
0dbe987f11fd,0.0,true_baseline,not_allowed,3,22.5,False,439,
0dbe987f11fd,0.0,true_baseline,not_allowed,4,22.5,False,404,
0dbe987f11fd,0.0,true_baseline,not_allowed,5,22.5,False,452,
0dbe987f11fd,0.0,true_baseline,not_allowed,6,22.5,False,498,
0dbe987f11fd,0.0,true_baseline,not_allowed,7,22.5,False,550,
0dbe987f11fd,0.0,true_baseline,not_allowed,8,22.5,False,487,
